时间,PID1.MV,PID1.PV,PID1.SV,PID1.KP,PID1.TI,PID1.TD,PID1.H,PID1.L,SIN1.AMPLITUDE,SIN1.PERIOD,SIN1.PHASE,TANK1.LEVEL,TANK1.HEIGHT,TANK1.RADIUS,TANK1.INLET_AREA,TANK1.INLET_VELOCITY,TANK1.OUTLET_AREA,TANK1.INITIAL_LEVEL,TANK1.VALVE_OPENING,VALVE1.CURRENT_OPENING,VALVE1.MIN_OPENING,VALVE1.MAX_OPENING,VALVE1.FULL_TRAVEL_TIME,VALVE1.INITIAL_OPENING,VALVE1.TARGET_OPENING,NON_SENSE_1.OUT,NON_SENSE_1.L,NON_SENSE_1.H,NON_SENSE_1.MAX_STEP,NON_SENSE_2.OUT,NON_SENSE_2.L,NON_SENSE_2.H,NON_SENSE_2.MAX_STEP,SIN1.OUT,NON_SENSE_3,NON_SENSE_4
1970-01-01 08:00:16,100.0,0.4409963269422814,8.106874734813877,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.46917606444420346,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,67.47956612926366,0.0,100.0,3.0,31.52256820654442,0.0,100.0,3.0,8.367784333231548,130.5247025423525,-0.988978223912375
1970-01-01 08:00:17,100.0,0.46917606444420346,8.367784333231548,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.49734107604749783,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,64.47956612926366,0.0,100.0,3.0,28.52256820654442,0.0,100.0,3.0,8.628636579792337,121.5247025423525,0.8400692951464472
1970-01-01 08:00:17,100.0,0.49734107604749783,8.628636579792337,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.5254918050958389,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,67.47956612926366,0.0,100.0,3.0,31.52256820654442,0.0,100.0,3.0,8.889429686644151,130.5247025423525,-0.988978223912375
1970-01-01 08:00:18,100.0,0.5254918050958389,8.889429686644151,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.5536286575440326,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,64.47956612926366,0.0,100.0,3.0,34.52256820654442,0.0,100.0,3.0,9.150161866340238,133.5247025423525,0.9999753966383849
1970-01-01 08:00:18,100.0,0.5536286575440326,9.150161866340238,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.581752006935235,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,67.47956612926366,0.0,100.0,3.0,37.52256820654442,0.0,100.0,3.0,9.410831331851432,142.5247025423525,-0.9139987355466366
1970-01-01 08:00:19,100.0,0.581752006935235,9.410831331851432,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.6098621984971896,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,70.47956612926366,0.0,100.0,3.0,40.52256820654442,0.0,100.0,3.0,9.671436296578403,151.5247025423525,0.6655684179233563
1970-01-01 08:00:19,100.0,0.6098621984971896,9.671436296578403,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.6379595525483761,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,73.47956612926366,0.0,100.0,3.0,43.52256820654442,0.0,100.0,3.0,9.9319749743639,160.5247025423525,-0.29884031830271895
1970-01-01 08:00:20,100.0,0.6379595525483761,9.9319749743639,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.6660443673567198,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,70.47956612926366,0.0,100.0,3.0,40.52256820654442,0.0,100.0,3.0,10.192445579505002,151.5247025423525,0.6655684179233563
1970-01-01 08:00:20,100.0,0.6660443673567198,10.192445579505002,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.6941169215590434,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,67.47956612926366,0.0,100.0,3.0,37.52256820654442,0.0,100.0,3.0,10.452846326765346,142.5247025423525,-0.9139987355466366
1970-01-01 08:00:21,100.0,0.6941169215590434,10.452846326765346,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.7221774762244098,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,70.00930575130084,0.0,100.0,3.0,34.52256820654442,0.0,100.0,3.0,10.713175431387365,139.05444216438968,0.7341170264896832
1970-01-01 08:00:21,100.0,0.7221774762244098,10.713175431387365,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.7502262766260389,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,67.00930575130084,0.0,100.0,3.0,37.52256820654442,0.0,100.0,3.0,10.973431109104528,142.05444216438968,-0.6309466210984244
1970-01-01 08:00:22,100.0,0.7502262766260389,10.973431109104528,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.7782635537726762,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,64.00930575130084,0.0,100.0,3.0,34.52256820654442,0.0,100.0,3.0,11.233611576153553,133.05444216438968,0.8946068967230214
1970-01-01 08:00:22,100.0,0.7782635537726762,11.233611576153553,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.8062895257398379,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,61.00930575130084,0.0,100.0,3.0,32.89865242069998,0.0,100.0,3.0,11.493715049286658,126.8066105927008,0.9098425438618671
1970-01-01 08:00:23,100.0,0.8062895257398379,11.493715049286658,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.8343043988333545,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,58.00930575130084,0.0,100.0,3.0,35.89865242069998,0.0,100.0,3.0,11.753739745783765,129.8066105927008,-0.8421790267438299
1970-01-01 08:00:23,100.0,0.8343043988333545,11.753739745783765,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.8623083686114322,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,55.00930575130084,0.0,100.0,3.0,38.89865242069998,0.0,100.0,3.0,12.013683883464708,132.8066105927008,0.7576592906794539
1970-01-01 08:00:24,100.0,0.8623083686114322,12.013683883464708,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.8903016207866143,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,58.00930575130084,0.0,100.0,3.0,41.89865242069998,0.0,100.0,3.0,12.273545680701483,141.8066105927008,-0.42135705959388026
1970-01-01 08:00:24,100.0,0.8903016207866143,12.273545680701483,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.9182843320251979,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,55.00930575130084,0.0,100.0,3.0,44.89865242069998,0.0,100.0,3.0,12.533323356430426,144.8066105927008,0.28915932200698913
1970-01-01 08:00:25,100.0,0.9182843320251979,12.533323356430426,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.9462566706586268,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,52.00930575130084,0.0,100.0,3.0,41.89865242069998,0.0,100.0,3.0,12.793015130164429,135.8066105927008,-0.6579749987607204
1970-01-01 08:00:25,100.0,0.9462566706586268,12.793015130164429,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,0.9742187973189442,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,55.00930575130084,0.0,100.0,3.0,38.89865242069998,0.0,100.0,3.0,13.052619222005161,132.8066105927008,0.7576592906794539
1970-01-01 08:00:26,100.0,0.9742187973189442,13.052619222005161,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,1.002170865508418,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,58.00930575130084,0.0,100.0,3.0,41.89865242069998,0.0,100.0,3.0,13.312133852655233,141.8066105927008,-0.42135705959388026
1970-01-01 08:00:26,100.0,1.002170865508418,13.312133852655233,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,1.0301130221118575,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,61.00930575130084,0.0,100.0,3.0,44.89865242069998,0.0,100.0,3.0,13.571557243430437,150.8066105927008,0.010163045430005239
1970-01-01 08:00:27,100.0,1.0301130221118575,13.571557243430437,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,1.0580454078588266,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,58.00930575130084,0.0,100.0,3.0,47.89865242069998,0.0,100.0,3.0,13.830887616271895,153.8066105927008,0.1310513811874731
1970-01-01 08:00:27,100.0,1.0580454078588266,13.830887616271895,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,1.0859681577418838,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,61.00930575130084,0.0,100.0,3.0,50.89865242069998,0.0,100.0,3.0,14.090123193758266,162.8066105927008,-0.5279690805303711
1970-01-01 08:00:28,100.0,1.0859681577418838,14.090123193758266,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,1.1138814013960852,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,58.00930575130084,0.0,100.0,3.0,49.92513703913508,0.0,100.0,3.0,14.349262199117932,157.859579829571,0.7032418464956012
1970-01-01 08:00:28,100.0,1.1138814013960852,14.349262199117932,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,1.141785263444244,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,57.31477292675653,0.0,100.0,3.0,52.92513703913508,0.0,100.0,3.0,14.608302856241162,163.16504700502668,-0.1964842526642271
1970-01-01 08:00:29,100.0,1.141785263444244,14.608302856241162,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,1.1696798638118224,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,60.31477292675653,0.0,100.0,3.0,49.92513703913508,0.0,100.0,3.0,14.867243389692298,160.16504700502668,0.05614878287230743
1970-01-01 08:00:29,100.0,1.1696798638118224,14.867243389692298,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,1.1975653180148031,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,63.31477292675653,0.0,100.0,3.0,52.92513703913508,0.0,100.0,3.0,15.12608202472192,169.16504700502668,-0.46262718759635085
1970-01-01 08:00:30,100.0,1.1975653180148031,15.12608202472192,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,1.2254417374234514,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,66.31477292675653,0.0,100.0,3.0,54.074312908266656,0.0,100.0,3.0,15.384816987279004,174.46339874328984,-0.9944918847242106
1970-01-01 08:00:30,100.0,1.2254417374234514,15.384816987279004,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,1.2533092295045047,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,69.31477292675653,0.0,100.0,3.0,57.074312908266656,0.0,100.0,3.0,15.643446504023087,183.46339874328984,0.9493072743650542
1970-01-01 08:00:31,100.0,1.2533092295045047,15.643446504023087,12.0,30,0.15,100.0,0.0,100.0,1200,0.0,1.281167898044004,10.0,1.0,0.06,3.0,0.001,0.0,100.0,100.0,0.0,100.0,10.0,0.0,100.0,66.31477292675653,0.0,100.0,3.0,54.074312908266656,0.0,100.0,3.0,15.90196880233642,174.46339874328984,-0.9944918847242106
